idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,6,0,0,23.64,1,0,0,20
2,5,0,0,15.51,2,0,0,20
3,4,0,0,15.34,3,0,0,20
4,6,0,1,21.33,4,0,0,20
5,4,0,1,17.1,5,0,0,20
6,3,0,0,11.13,6,0,0,20
7,3,0,1,13.06,7,0,0,20
8,3,0,2,15.11,8,0,0,20
9,4,0,2,19.95,9,0,0,20
10,2,0,0,9.76,10,0,0,20
11,1,0,2,9.83,11,0,1,20
12,1,0,0,6.32,12,0,0,20
13,3,0,3,19.98,13,0,0,20
14,5,0,1,23.67,14,0,0,20
15,3,0,4,15.99,15,0,0,20
16,1,0,1,7.34,16,0,0,20
17,2,0,1,11.75,17,0,0,20
18,5,0,2,20.62,18,0,0,20
19,4,0,3,21.61,19,0,0,20
20,2,0,3,15.28,20,0,1,20
21,2,0,4,14.45,21,0,0,20
22,2,0,2,14.1,22,0,0,20
23,4,0,4,22.28,23,0,0,20
24,5,0,3,23.8,24,0,0,20
25,1,0,3,15.7,25,0,1,20
