idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,4,0,0,12.28,1.0,0,0,20
2,4,0,2,15.49,2.0,0,1,20
3,4,0,3,16.85,3.0,0,0,20
4,3,0,4,21.3,4.0,0,1,20
5,3,0,0,11.1,5.0,0,0,20
6,5,0,2,23.77,6.0,0,1,20
7,5,0,0,13.59,7.0,0,0,20
8,4,0,1,13.88,8.0,0,0,20
9,5,0,1,10.87,9.0,0,0,20
10,6,0,1,23.5,10.0,0,1,20
11,3,0,3,17.13,11.0,0,1,20
12,3,0,1,15.99,12.0,0,0,20
13,3,0,2,12.82,13.0,0,0,20
14,1,0,4,12.94,14.0,0,1,20
15,1,0,0,9.61,15.0,0,0,20
16,4,0,4,23.86,16.0,0,1,20
17,1,0,1,14.06,17.0,0,0,20
18,6,0,0,18.33,18.0,0,0,20
19,1,0,2,10.33,19.0,0,0,20
20,1,0,3,10.3,20.0,0,0,20
21,2,0,0,12.37,21.0,0,0,20
22,2,0,1,8.2,22.0,0,0,20
23,5,0,3,22.65,23.0,0,0,20
24,2,0,2,5.39,24.0,0,0,20
25,2,0,3,5.87,25.0,0,0,20
