idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,10.75,0,10.75,0,0,20
2,1,0,3,22.62,0,22.62,0,1,20
3,1,0,2,22.57,0,22.57,0,1,20
4,2,0,0,10.38,0,10.38,0,0,20
5,4,0,3,17.68,0,17.68,0,1,20
6,2,0,4,7.43,0,7.43,0,1,20
7,4,0,4,19.91,0,19.91,0,1,20
8,1,0,1,12.89,0,12.89,0,1,20
9,1,0,0,8.76,0,8.76,0,0,20
10,4,0,0,17.55,0,17.55,0,0,20
11,4,0,2,15.26,0,15.26,0,1,20
12,4,0,1,13.32,0,13.32,0,0,20
13,2,0,1,22.57,0,22.57,0,0,20
14,2,0,2,5.01,0,5.01,0,0,20
15,2,0,3,6.65,0,6.65,0,0,20
16,3,0,1,18.45,0,18.45,1,0,20
17,5,0,0,13.96,0,13.96,2,0,20
18,6,0,0,8.93,0,8.93,3,0,20
19,5,0,1,15.1,0,15.1,4,0,20
20,3,0,2,18.83,0,18.83,5,0,20
21,6,0,1,7.45,0,7.45,6,0,20
22,5,0,2,18.5,0,18.5,7,0,20
23,3,0,3,22.11,0,22.11,8,0,20
24,6,0,2,7.2,0,7.2,9,0,20
25,6,0,3,13.83,0,13.83,10,0,20
