idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,12.24,0,12.24,0,0,20
2,4,0,3,22.13,0,22.13,0,1,20
3,4,0,4,22.44,0,22.44,0,1,20
4,3,0,0,16.42,0,16.42,0,0,20
5,4,0,1,14.6,0,14.6,0,0,20
6,3,0,1,9.83,0,9.83,0,0,20
7,4,0,2,20.89,0,20.89,0,1,20
8,1,0,0,5.75,0,5.75,1,0,20
9,3,0,2,17.8,0,17.8,2,0,20
10,1,0,1,17.26,0,17.26,3,0,20
11,2,0,0,13.13,0,13.13,4,0,20
12,5,0,0,10.23,0,10.23,5,0,20
13,3,0,3,22.57,0,22.57,6,0,20
14,1,0,2,20.04,0,20.04,7,0,20
15,2,0,1,15.08,0,15.08,8,0,20
16,5,0,1,12.21,0,12.21,9,0,20
17,6,0,0,5.99,0,5.99,10,0,20
18,6,0,1,11.35,0,11.35,11,0,20
19,6,0,2,7.39,0,7.39,12,0,20
20,6,0,3,5.46,0,5.46,13,0,20
