idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,3,16.18,0,16.18,0,1,20
2,2,0,1,9.39,0,9.39,0,1,20
3,2,0,0,7.81,0,7.81,0,0,20
4,4,0,1,22.57,0,22.57,0,1,20
5,4,0,0,9.47,0,9.47,0,0,20
6,2,0,4,17.62,0,17.62,0,1,20
7,2,0,2,11.69,0,11.69,0,1,20
8,1,0,0,19.63,0,19.63,1,0,20
9,3,0,0,11.2,0,11.2,2,0,20
10,3,0,1,15.28,0,15.28,3,0,20
11,3,0,2,15.62,0,15.62,4,0,20
12,4,0,2,23.55,0,23.55,5,0,20
13,3,0,3,18.0,0,18.0,6,0,20
14,5,0,0,10.23,0,10.23,7,0,20
15,6,0,0,6.54,0,6.54,8,0,20
16,3,0,4,18.72,0,18.72,9,0,20
17,5,0,1,12.72,0,12.72,10,0,20
18,5,0,2,13.72,0,13.72,11,0,20
19,6,0,1,9.1,0,9.1,12,0,20
20,6,0,2,6.73,0,6.73,13,0,20
