idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,2,15.86,0,15.86,0,1,20
2,5,0,0,13.29,0,13.29,0,0,20
3,5,0,1,15.78,0,15.78,0,0,20
4,5,0,3,18.43,0,18.43,0,1,20
5,2,0,1,11.5,0,11.5,0,1,20
6,5,0,4,21.63,0,21.63,0,1,20
7,2,0,0,6.63,0,6.63,0,1,20
8,1,0,0,7.43,0,7.43,1,0,20
9,2,0,2,16.91,0,16.91,2,0,20
10,1,0,1,14.78,0,14.78,3,0,20
11,3,0,0,11.21,0,11.21,4,0,20
12,3,0,1,11.71,0,11.71,5,0,20
13,4,0,0,11.37,0,11.37,6,0,20
14,2,0,3,21.5,0,21.5,7,0,20
15,6,0,0,5.77,0,5.77,8,0,20
16,1,0,2,19.62,0,19.62,9,0,20
17,3,0,2,16.93,0,16.93,10,0,20
18,6,0,1,7.74,0,7.74,11,0,20
19,6,0,2,7.36,0,7.36,12,0,20
20,4,0,1,11.76,0,11.76,13,0,20
