idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,1,9.28,0,9.28,0,1,20
2,3,0,0,7.82,0,7.82,0,0,20
3,3,0,3,16.95,0,16.95,0,1,20
4,3,0,4,17.59,0,17.59,0,1,20
5,3,0,1,8.22,0,8.22,0,0,20
6,3,0,2,15.76,0,15.76,0,1,20
7,4,0,0,6.58,0,6.58,0,1,20
8,1,0,0,5.6,0,5.6,1,0,20
9,1,0,1,8.75,0,8.75,2,0,20
10,4,0,2,13.09,0,13.09,3,0,20
11,4,0,3,17.37,0,17.37,4,0,20
12,4,0,4,19.6,0,19.6,5,0,20
13,2,0,0,7.8,0,7.8,6,0,20
14,1,0,2,14.09,0,14.09,7,0,20
15,2,0,1,17.43,0,17.43,8,0,20
16,5,0,0,12.16,0,12.16,9,0,20
17,5,0,1,12.51,0,12.51,10,0,20
18,1,0,3,15.74,0,15.74,11,0,20
19,5,0,2,14.65,0,14.65,12,0,20
20,6,0,0,6.59,0,6.59,13,0,20
