idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,13.15,0,13.15,0,0,20
2,6,0,2,13.64,0,13.64,0,1,20
3,6,0,1,9.98,0,9.98,0,0,20
4,6,0,3,14.55,0,14.55,0,1,20
5,6,0,4,17.51,0,17.51,0,1,20
6,1,0,0,12.79,0,12.79,1,0,20
7,2,0,0,8.49,0,8.49,2,0,20
8,1,0,1,17.44,0,17.44,3,0,20
9,1,0,2,18.51,0,18.51,4,0,20
10,2,0,1,23.34,0,23.34,5,0,20
11,1,0,3,23.27,0,23.27,6,0,20
12,3,0,0,15.1,0,15.1,7,0,20
13,3,0,1,19.9,0,19.9,8,0,20
14,4,0,0,12.97,0,12.97,9,0,20
15,3,0,2,22.16,0,22.16,10,0,20
16,5,0,0,5.16,0,5.16,11,0,20
17,5,0,1,5.89,0,5.89,12,0,20
18,5,0,2,10.89,0,10.89,13,0,20
19,4,0,1,19.51,0,19.51,14,0,20
20,5,0,3,19.4,0,19.4,15,0,20
21,5,0,4,10.84,0,10.84,16,0,20
22,4,0,2,13.94,0,13.94,17,0,20
23,4,0,3,7.79,0,7.79,18,0,20
24,4,0,4,14.64,0,14.64,19,0,20
25,3,0,3,10.38,0,10.38,20,0,20
26,3,0,4,19.77,0,19.77,21,0,20
27,2,0,2,23.66,0,23.66,22,0,20
