idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,23.19,0,23.19,1,0,20
2,2,0,0,18.38,0,18.38,2,0,20
3,2,0,1,19.09,0,19.09,3,0,20
4,2,0,2,21.41,0,21.41,4,0,20
5,3,0,0,11.17,0,11.17,5,0,20
6,3,0,1,11.29,0,11.29,6,0,20
7,3,0,2,19.18,0,19.18,7,0,20
8,4,0,0,9.64,0,9.64,8,0,20
9,4,0,1,15.41,0,15.41,9,0,20
10,5,0,0,9.73,0,9.73,10,0,20
11,5,0,1,10.42,0,10.42,11,0,20
12,3,0,3,21.0,0,21.0,12,0,20
13,5,0,2,14.8,0,14.8,13,0,20
14,6,0,0,9.63,0,9.63,14,0,20
15,4,0,2,19.95,0,19.95,15,0,20
16,2,0,3,22.64,0,22.64,16,0,20
17,1,0,1,23.99,0,23.99,17,0,20
18,4,0,3,20.28,0,20.28,18,0,20
19,2,0,4,23.3,0,23.3,19,0,20
20,5,0,3,15.18,0,15.18,20,0,20
21,5,0,4,19.26,0,19.26,21,0,20
22,6,0,1,9.33,0,9.33,22,0,20
23,3,0,4,23.88,0,23.88,23,0,20
24,6,0,2,6.46,0,6.46,24,0,20
25,6,0,3,8.15,0,8.15,25,0,20
