Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 265.702545, -0.000531, 125.010628, -7.786519, -0.000555, 0.004113, 15.870000, 0, 0, 0.000000, 0
2, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 764.854004, 0.083174, 337.728912, -3.172206, -0.037074, 0.001726, 11.320000, 0, 0, 0.000000, 0
3, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1249.666992, 0.028839, 116.957214, -3.665458, -0.010574, 0.002837, 18.639999, 0, 0, 0.000000, 0
4, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1015.647156, -0.143265, 781.284851, -87.828392, 179.606033, -179.883972, 15.740000, 0, 0, 0.000000, 0
5, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 787.835693, 0.069933, 559.411011, -2.732272, -0.036525, 0.002241, 13.970000, 0, 0, 0.000000, 0
6, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1269.556030, 0.142366, 342.420654, -6.449533, -0.025216, 0.017154, 19.010000, 0, 0, 0.000000, 0
7, 745.800049, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1329.047363, 0.723683, 784.977417, -83.225517, -179.959869, -179.322983, 18.320000, 0, 0, 0.000000, 0
8, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1295.106323, 0.249516, 562.503723, -6.704889, -0.023949, 0.017091, 19.889999, 0, 0, 0.000000, 0
9, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 751.543701, -0.001430, 116.277992, -3.073170, -0.004135, -0.002371, 7.630000, 0, 0, 0.000000, 0
10, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 296.028534, 0.019235, 344.299316, -7.740516, -0.010521, 0.017394, 14.010000, 0, 0, 0.000000, 0
11, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 506.673279, -0.063560, 118.488884, -5.627049, 0.022199, -0.015841, 5.880000, 0, 0, 1.000000, 1
12, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 323.350128, 0.062088, 566.987061, -6.331755, -0.026975, 0.027063, 18.770000, 0, 0, 2.000000, 2
13, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 529.177002, -0.043458, 338.898132, -5.799918, 0.002292, 0.001529, 21.780001, 0, 0, 3.000000, 3
14, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 552.830933, 0.045335, 559.120117, -5.973264, -0.030528, 0.010125, 22.360001, 0, 0, 4.000000, 4
15, 248.600006, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 578.744080, 0.142509, 782.785889, -83.889168, -179.824188, 179.787903, 18.969999, 0, 0, 5.000000, 5
16, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 998.622681, -0.065101, 114.067184, -2.485808, 0.005521, -0.002273, 9.590000, 0, 0, 6.000000, 6
17, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1008.263306, -0.067341, 334.808624, -2.281631, -0.019475, -0.011249, 18.170000, 0, 0, 7.000000, 7
18, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1017.356140, -0.133229, 555.929504, -2.139461, -0.035230, -0.026970, 18.730000, 0, 0, 8.000000, 8
19, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.597900, -0.001328, 110.882286, 0.004893, 0.000013, -0.000726, 16.750000, 0, 0, 9.000000, 9
20, 248.600006, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1220.118408, 2.472638, 1027.818481, -83.359329, 179.938644, 176.563995, 19.410000, 0, 0, 10.000000, 10
