idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,10.32,0,10.32,0,0,20
2,1,0,2,15.44,0,15.44,0,1,20
3,1,0,1,15.02,0,15.02,0,1,20
4,1,0,3,23.95,0,23.95,0,1,20
5,1,0,0,5.87,0,5.87,0,0,20
6,4,0,1,19.39,0,19.39,1,0,20
7,2,0,0,12.68,0,12.68,2,0,20
8,3,0,0,12.62,0,12.62,3,0,20
9,5,0,0,6.55,0,6.55,4,0,20
10,2,0,1,14.61,0,14.61,5,0,20
11,5,0,1,8.3,0,8.3,6,0,20
12,6,0,0,7.7,0,7.7,7,0,20
13,2,0,2,15.48,0,15.48,8,0,20
14,2,0,3,16.7,0,16.7,9,0,20
15,2,0,4,17.38,0,17.38,10,0,20
16,4,0,2,19.93,0,19.93,11,0,20
17,3,0,1,19.08,0,19.08,12,0,20
18,5,0,2,12.7,0,12.7,13,0,20
19,5,0,3,12.8,0,12.8,14,0,20
20,6,0,1,6.09,0,6.09,15,0,20
