idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,1,12.83,0,12.83,0,1,20
2,4,0,2,15.52,0,15.52,0,1,20
3,4,0,0,7.92,0,7.92,0,0,20
4,2,0,0,8.87,0,8.87,0,0,20
5,4,0,3,16.68,0,16.68,0,1,20
6,2,0,1,19.33,0,19.33,1,0,20
7,1,0,0,22.15,0,22.15,2,0,20
8,3,0,0,18.32,0,18.32,3,0,20
9,5,0,0,16.98,0,16.98,4,0,20
10,1,0,1,22.95,0,22.95,5,0,20
11,2,0,2,22.44,0,22.44,6,0,20
12,6,0,0,8.29,0,8.29,7,0,20
13,3,0,1,20.93,0,20.93,8,0,20
14,6,0,1,12.8,0,12.8,9,0,20
15,1,0,2,23.97,0,23.97,10,0,20
16,6,0,2,13.92,0,13.92,11,0,20
17,5,0,1,6.31,0,6.31,12,0,20
18,5,0,2,11.15,0,11.15,13,0,20
19,5,0,3,8.57,0,8.57,14,0,20
20,5,0,4,13.91,0,13.91,15,0,20
