idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,4,14.91,0,14.91,0,1,20
2,5,0,0,6.66,0,6.66,0,0,20
3,5,0,1,8.5,0,8.5,0,1,20
4,5,0,2,11.31,0,11.31,0,1,20
5,5,0,3,13.72,0,13.72,0,1,20
6,1,0,0,14.53,0,14.53,1,0,20
7,2,0,0,7.07,0,7.07,2,0,20
8,2,0,1,10.54,0,10.54,3,0,20
9,3,0,0,9.42,0,9.42,4,0,20
10,1,0,1,18.9,0,18.9,5,0,20
11,2,0,2,10.88,0,10.88,6,0,20
12,1,0,2,21.25,0,21.25,7,0,20
13,2,0,3,16.29,0,16.29,8,0,20
14,4,0,0,8.98,0,8.98,9,0,20
15,3,0,1,11.14,0,11.14,10,0,20
16,4,0,1,9.74,0,9.74,11,0,20
17,2,0,4,18.4,0,18.4,12,0,20
18,3,0,2,14.34,0,14.34,13,0,20
19,4,0,2,13.21,0,13.21,14,0,20
20,1,0,3,23.3,0,23.3,15,0,20
