idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,1,17.39,0,17.39,0,1,20
2,3,0,0,6.68,0,6.68,0,0,20
3,3,0,1,16.9,0,16.9,0,1,20
4,1,0,0,6.75,0,6.75,0,1,20
5,1,0,2,21.43,0,21.43,0,2,20
6,2,0,0,16.98,0,16.98,1,0,20
7,4,0,0,5.97,0,5.97,2,0,20
8,4,0,1,12.71,0,12.71,3,0,20
9,5,0,0,9.82,0,9.82,4,0,20
10,4,0,2,13.09,0,13.09,5,0,20
11,5,0,1,10.98,0,10.98,6,0,20
12,2,0,1,19.72,0,19.72,7,0,20
13,6,0,0,5.12,0,5.12,8,0,20
14,4,0,3,13.77,0,13.77,9,0,20
15,5,0,2,15.11,0,15.11,10,0,20
16,6,0,1,13.45,0,13.45,11,0,20
17,6,0,2,5.25,0,5.25,12,0,20
18,1,0,3,23.76,0,23.76,13,0,20
19,6,0,3,6.77,0,6.77,14,0,20
20,2,0,2,21.18,0,21.18,15,0,20
