idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,3,11.95,0,11.95,0,1,20
2,1,0,1,8.01,0,8.01,0,1,20
3,6,0,0,5.74,0,5.74,0,0,20
4,1,0,2,8.59,0,8.59,0,1,20
5,4,0,1,19.93,0,19.93,0,1,20
6,6,0,1,9.6,0,9.6,0,0,20
6,2,0,1,9.6,0,9.6,0,0,20
7,4,0,0,18.3,0,18.3,0,1,20
8,4,0,3,21.85,0,21.85,0,1,20
9,4,0,2,22.81,0,22.81,0,1,20
10,1,0,0,7.15,0,7.15,0,1,20
11,5,0,0,21.26,0,21.26,1,0,20
12,6,0,2,13.97,0,13.97,2,0,20
13,5,0,1,23.1,0,23.1,3,0,20
14,6,0,3,19.76,0,19.76,4,0,20
15,1,0,4,17.29,0,17.29,5,0,20
16,3,0,0,20.76,0,20.76,6,0,20
17,2,0,0,15.7,0,15.7,7,0,20
19,3,0,1,23.83,0,23.83,9,0,20
20,5,0,2,23.94,0,23.94,10,0,20
21,6,0,4,20.82,0,20.82,11,0,20
22,3,0,2,17.73,0,17.73,12,0,20
23,4,0,4,22.48,0,22.48,13,0,20
