idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,3,21.14,0,21.14,0,1,20
2,3,0,0,21.31,0,21.31,0,0,20
3,2,0,2,18.48,0,18.48,0,1,20
4,3,0,2,19.56,0,19.56,0,1,20
5,3,0,1,19.18,0,19.18,0,0,20
6,2,0,0,9.39,0,9.39,0,0,20
7,2,0,1,13.84,0,13.84,0,1,20
8,1,0,0,7.62,0,7.62,1,0,20
9,1,0,1,19.13,0,19.13,2,0,20
10,1,0,2,21.46,0,21.46,3,0,20
11,4,0,0,16.65,0,16.65,4,0,20
12,1,0,3,21.91,0,21.91,5,0,20
13,5,0,0,8.91,0,8.91,6,0,20
14,4,0,1,16.99,0,16.99,7,0,20
15,5,0,1,16.16,0,16.16,8,0,20
16,2,0,3,19.38,0,19.38,9,0,20
17,2,0,4,19.58,0,19.58,10,0,20
18,6,0,0,11.2,0,11.2,11,0,20
19,1,0,4,23.11,0,23.11,12,0,20
20,6,0,1,12.75,0,12.75,13,0,20
21,6,0,2,5.85,0,5.85,14,0,20
22,6,0,3,9.3,0,9.3,15,0,20
23,5,0,2,9.62,0,9.62,16,0,20
