idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,14.81,0,14.81,0,0,20
2,2,0,2,8.94,0,8.94,0,1,20
3,1,0,3,18.32,0,18.32,0,1,20
4,1,0,0,8.5,0,8.5,0,1,20
5,4,0,1,20.79,0,20.79,0,0,20
6,2,0,0,7.32,0,7.32,0,0,20
7,1,0,4,19.93,0,19.93,0,1,20
8,1,0,2,14.29,0,14.29,0,1,20
9,2,0,1,6.34,0,6.34,0,0,20
10,1,0,1,13.41,0,13.41,0,1,20
11,2,0,3,11.39,0,11.39,1,0,20
12,3,0,0,8.08,0,8.08,2,0,20
13,5,0,0,7.62,0,7.62,3,0,20
14,3,0,1,9.86,0,9.86,4,0,20
15,2,0,4,13.11,0,13.11,5,0,20
16,3,0,2,14.11,0,14.11,6,0,20
17,5,0,1,10.59,0,10.59,7,0,20
18,6,0,0,9.21,0,9.21,8,0,20
19,6,0,1,5.03,0,5.03,9,0,20
20,3,0,3,19.63,0,19.63,10,0,20
21,5,0,2,13.78,0,13.78,11,0,20
22,4,0,2,22.89,0,22.89,12,0,20
23,3,0,4,22.75,0,22.75,13,0,20
24,5,0,3,15.32,0,15.32,14,0,20
25,5,0,4,22.72,0,22.72,15,0,20
26,6,0,2,17.87,0,17.87,16,0,20
27,6,0,3,9.86,0,9.86,17,0,20
