Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.983643, -0.007185, 113.058144, 0.020403, 0.000005, -0.007562, 16.080000, 0, 16.080000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 504.874146, -0.081247, 118.571854, -3.028150, -0.000800, -0.024314, 13.700000, 0, 13.700000, 0, 0, 0
3, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.995728, -0.003751, 113.162346, 0.017331, 0.000009, -0.003465, 18.870001, 0, 18.870001, 0, 0, 0
4, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.408875, -0.002604, 112.773392, -0.445087, -0.008396, 0.007108, 13.570000, 0, 13.570000, 0, 0, 0
5, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 996.977905, -0.015336, 338.482361, -0.484081, -0.004394, -0.018229, 19.600000, 0, 19.600000, 0, 0, 0
6, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 275.375000, 0.155675, 118.038292, -2.914692, 0.003977, 0.022913, 6.390000, 0, 6.390000, 0, 0, 0
7, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 749.464722, -0.072276, 114.852310, -1.579447, 0.017389, 0.008082, 11.260000, 0, 11.260000, 0, 0, 0
8, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.833008, -0.057054, 339.147186, 0.074570, -0.000034, -0.018599, 18.209999, 0, 18.209999, 0, 0, 0
9, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 517.456055, -0.321091, 344.115906, -2.919809, 0.011331, -0.057915, 15.980000, 0, 15.980000, 0, 0, 0
10, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 755.810974, -0.028783, 340.266602, -1.580679, -0.013449, -0.008207, 13.630000, 0, 13.630000, 0, 0, 0
11, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 762.182800, -0.035879, 565.776855, -1.415732, -0.038421, -0.023654, 13.660000, 0, 13.660000, 0, 0, 0
12, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 998.730042, -0.112868, 564.267395, -0.512604, 0.001006, -0.034232, 20.250000, 0, 20.250000, 0, 0, 0
13, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.493530, -0.140656, 565.329163, 0.093102, -0.000049, -0.022851, 22.570000, 0, 22.570000, 0, 0, 0
14, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.906250, -0.025862, 339.346893, 0.036440, 0.000879, -0.007640, 12.850000, 0, 12.850000, 0, 0, 0
15, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1000.663391, -0.263290, 790.170227, -0.510545, 0.002359, -0.044727, 20.450001, 0, 20.450001, 0, 0, 0
16, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 287.454071, 0.220216, 343.812988, -3.248397, 0.008909, 0.039353, 6.680000, 0, 6.680000, 0, 0, 0
17, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 300.242676, 0.036120, 569.387207, -3.306415, 0.012384, 0.028103, 10.360000, 0, 10.360000, 0, 0, 0
18, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 530.230164, -0.520710, 569.930847, -2.942006, -0.034081, -0.031870, 20.030001, 0, 20.030001, 0, 0, 0
19, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1002.744324, -0.444046, 1016.252319, -0.473149, -0.002629, -0.049570, 21.690001, 0, 21.690001, 0, 0, 0
20, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 767.293762, -0.196240, 791.731689, -1.198889, -0.038041, -0.049076, 19.260000, 0, 19.260000, 0, 0, 0
21, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 313.024963, 0.268439, 795.117676, -3.208988, -0.030418, 0.039657, 15.430000, 0, 15.430000, 0, 0, 0
22, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.733398, -0.061377, 565.546204, 0.044113, 0.000876, -0.009606, 7.730000, 0, 7.730000, 0, 0, 0
23, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 772.454041, -0.421157, 1017.871094, -1.128120, -0.003932, -0.061912, 20.440001, 0, 20.440001, 0, 0, 0
