Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 749.868774, -0.106775, 114.850800, -2.113015, -0.004594, -0.018360, 5.940000, 0, 5.940000, 0, 0, 0
2, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 758.730591, 0.082580, 338.147491, -2.801339, -0.002682, 0.120271, 7.300000, 0, 7.300000, 0, 0, 0
3, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 260.716217, 0.002703, 123.260567, -5.461750, -0.008868, 0.012302, 18.330000, 0, 18.330000, 0, 0, 0
4, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 769.721191, 0.544109, 563.338623, -2.619639, -0.050901, 0.102628, 13.460000, 0, 13.460000, 0, 0, 0
5, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 780.533447, 0.754080, 788.950073, -2.652289, -0.026425, 0.055329, 16.990000, 0, 16.990000, 0, 0, 0
6, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 504.075195, -0.210140, 117.667343, -3.406484, 0.087705, -0.027830, 5.620000, 0, 5.620000, 0, 0, 0
7, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 791.478516, 0.840954, 1014.900574, -2.635182, -0.019971, 0.041026, 23.500000, 0, 23.500000, 0, 0, 0
8, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.951660, -0.007635, 113.071877, 0.048387, 0.001458, -0.007084, 16.650000, 0, 16.650000, 0, 0, 0
9, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.660522, -0.055398, 339.189819, 0.099269, 0.005307, -0.017701, 19.139999, 0, 19.139999, 0, 0, 0
10, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 997.643677, -0.147259, 113.588326, -1.508147, 0.036777, 0.010595, 6.830000, 0, 6.830000, 0, 0, 0
11, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 282.991272, -0.015411, 348.208496, -5.475627, 0.012158, 0.001166, 13.220000, 0, 13.220000, 0, 0, 0
12, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.303833, -0.116973, 565.377197, 0.114823, -0.008582, -0.021861, 20.549999, 0, 20.549999, 0, 0, 0
13, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1003.385559, 0.028316, 338.316589, -1.595083, 0.012841, 0.061268, 11.080000, 0, 11.080000, 0, 0, 0
14, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 518.982056, -0.094350, 342.522797, -3.717737, 0.067588, 0.039825, 6.160000, 0, 6.160000, 0, 0, 0
15, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 303.718781, 0.272829, 575.224243, -4.537086, 0.035797, 0.032078, 10.490000, 0, 10.490000, 0, 0, 0
16, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1009.579407, 0.267276, 563.894226, -1.562331, -0.005900, 0.040546, 18.959999, 0, 18.959999, 0, 0, 0
17, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1015.798523, 0.339166, 789.669434, -1.562567, 0.016885, 0.025912, 19.000000, 0, 19.000000, 0, 0, 0
18, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 534.753235, 0.277728, 567.275024, -3.553520, 0.039551, 0.067783, 10.180000, 0, 10.180000, 0, 0, 0
19, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1022.549561, 0.528552, 1015.687195, -1.609062, -0.016704, 0.038072, 20.110001, 0, 20.110001, 0, 0, 0
20, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 321.339783, 0.527860, 806.263855, -3.039600, -0.007252, 0.141666, 8.400000, 0, 8.400000, 0, 0, 0
21, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 550.363159, 0.487093, 792.636414, -3.174225, -0.039592, 0.075873, 10.220000, 0, 10.220000, 0, 0, 0
22, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.995239, -0.001680, 113.182068, 0.005631, 0.000005, -0.001016, 5.480000, 0, 5.480000, 0, 0, 0
23, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 562.315063, 1.049155, 1020.054260, -2.757442, -0.013946, 0.108270, 18.180000, 0, 18.180000, 0, 0, 0
