Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 621.811707, 0.387231, 355.983124, -20.153397, -0.088147, -0.226269, 10.500000, 0, 10.000000, 0, 0, 0
2, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 566.749695, -0.810805, 837.607300, -22.507124, -0.097693, -0.061866, 20.870001, 0, 20.000000, 0, 0, 0
3, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 481.097443, -0.369990, 627.809021, -21.896851, -0.072120, -0.022401, 9.180000, 0, 9.000000, 0, 0, 0
4, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 303.105530, 0.265769, 118.645432, -2.575664, -0.044019, 0.012852, 7.850000, 0, 7.000000, 0, 0, 0
5, 249.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 653.687683, -1.150596, 1046.484985, -22.544924, -0.094609, -0.077009, 23.129999, 0, 23.000000, 0, 0, 0
6, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 398.788757, 0.465813, 412.904205, -20.224892, -0.055202, -0.027050, 5.870000, 0, 5.000000, 0, 0, 0
7, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 878.009155, -2.941317, 987.470337, -22.182026, -0.158813, -0.226291, 16.860001, 0, 16.000000, 0, 0, 0
8, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 532.590942, 0.404665, 119.353828, -3.101974, -0.020347, -0.051742, 5.560000, 0, 5.000000, 0, 0, 0
9, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 704.272217, -0.359257, 569.252075, -21.817764, -0.087116, -0.212063, 11.940000, 0, 11.000000, 0, 0, 0
10, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 790.748657, -1.502535, 778.670837, -22.209389, -0.105474, -0.223705, 12.720000, 0, 12.000000, 0, 0, 0
11, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 789.709351, -0.018147, 143.434891, -18.984175, -0.057509, 0.043207, 18.320000, 0, 18.000000, 0, 0, 0
12, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1036.310791, 0.063809, 142.353928, -17.652390, -0.126623, 0.025339, 6.940000, 0, 6.000000, 0, 0, 0
13, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1115.963867, -0.506211, 363.109589, -21.310482, -0.071984, -0.054461, 10.150000, 0, 10.000000, 0, 0, 0
14, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 868.046936, -0.010356, 358.941071, -20.808905, -0.087118, 0.051405, 19.379999, 0, 19.000000, 0, 0, 0
15, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 953.031128, -0.401912, 571.212524, -22.332664, -0.114168, 0.080491, 19.650000, 0, 19.000000, 0, 0, 0
16, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1040.762573, -0.467831, 779.955750, -22.693308, -0.118715, 0.042191, 21.700001, 0, 21.000000, 0, 0, 0
17, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1295.178101, -1.017810, 111.913231, 0.202401, -0.157787, 0.102359, 5.800000, 0, 5.000000, 0, 0, 0
18, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1132.087524, -0.928712, 986.867554, -22.633829, 0.339731, -0.139812, 23.540001, 0, 23.000000, 0, 0, 0
19, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1204.430420, -1.462834, 571.613525, -21.602663, -0.154505, -0.105367, 15.800000, 0, 15.000000, 0, 0, 0
20, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1524.285522, -1.330515, 113.165802, 0.182253, -0.189518, -0.011196, 5.580000, 0, 5.000000, 0, 0, 0
