Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1333.278076, 0.009617, 158.914154, -36.137150, 0.020893, -0.004013, 15.850000, 0, 15.000000, 0, 0, 0
2, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1551.023071, 0.177879, 357.193207, -61.989033, -0.075632, 0.114660, 13.920000, 0, 13.000000, 0, 0, 0
3, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 540.913147, -0.606926, 137.148026, -14.282048, 0.241972, -0.031314, 7.630000, 0, 7.000000, 0, 0, 0
4, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1436.371216, -0.568529, 555.583191, -61.952370, -0.056885, -0.049084, 9.300000, 0, 9.000000, 0, 0, 0
5, 1245.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2626.366211, -9.445709, 124.874733, -89.550171, -3.819477, 3.080757, 16.330000, 0, 16.000000, 0, 0, 0
6, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1775.152100, 5.508677, 566.669617, -54.565765, -1.055537, -0.626521, 18.530001, 0, 18.000000, 0, 0, 0
7, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1038.980347, 0.046217, 141.978485, -17.571688, -0.111121, -0.003412, 6.270000, 0, 6.000000, 0, 0, 0
8, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1911.902344, -0.075792, 379.896667, -55.846966, -1.022877, -0.890254, 15.770000, 0, 15.000000, 0, 0, 0
9, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 2389.177734, -3.424919, 115.438011, -89.751701, 15.116446, -15.635284, 15.960000, 0, 15.000000, 0, 0, 0
10, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1184.567017, -0.272811, 350.151489, -34.110802, 0.019210, -0.072226, 8.710000, 0, 8.000000, 0, 0, 0
11, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 310.654907, -0.890717, 161.819748, -14.377307, 0.180065, 0.024897, 6.660000, 0, 6.000000, 0, 0, 0
12, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2226.375000, 2.417157, 333.584595, -58.529709, -0.714746, 0.352755, 21.709999, 0, 21.000000, 0, 0, 0
13, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 612.713196, 0.735723, 352.878784, -14.606809, -0.129857, 0.077211, 21.250000, 0, 21.000000, 0, 0, 0
14, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 794.259644, 0.324104, 136.885864, -13.781334, -0.111440, 0.038596, 5.970000, 0, 5.000000, 0, 0, 0
15, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 375.326752, -0.836519, 387.205170, -18.610723, 0.254976, -0.006622, 18.219999, 0, 18.000000, 0, 0, 0
16, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 870.889771, -0.084111, 360.344727, -19.282875, -0.117457, 0.117628, 8.180000, 0, 8.000000, 0, 0, 0
17, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 704.670349, 0.633004, 572.149414, -70.379303, -179.959091, 179.854218, 19.469999, 0, 19.000000, 0, 0, 0
18, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 952.065002, 0.606982, 573.188049, -70.788559, -179.860855, -179.868729, 19.870001, 0, 19.000000, 0, 0, 0
19, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1656.084595, -0.073294, 153.757278, -62.028591, -0.025819, -0.004907, 7.150000, 0, 7.000000, 0, 0, 0
20, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 2019.111328, -2.678133, 121.321022, -86.430565, 178.930847, -179.983231, 6.510000, 0, 6.000000, 0, 0, 0
