Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 261.665283, 0.045571, 123.832924, -5.722838, -0.044901, -0.000299, 15.280000, 0, 15.280000, 0, 0, 0
2, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.749451, -0.004180, 113.007454, -0.215084, -0.007176, -0.006600, 12.040000, 0, 12.040000, 0, 0, 0
3, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.980347, -0.004849, 113.172844, 0.025363, 0.000009, -0.003230, 19.730000, 0, 19.730000, 0, 0, 0
4, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 996.551514, -0.038782, 338.936646, -0.172670, -0.014730, -0.016207, 14.940000, 0, 14.940000, 0, 0, 0
5, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 997.190735, -0.120749, 565.082703, -0.115690, -0.018933, -0.021569, 22.740000, 0, 22.740000, 0, 0, 0
6, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 503.729065, -0.161611, 117.519226, -3.287627, 0.043173, -0.022123, 5.460000, 0, 5.460000, 0, 0, 0
7, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 750.123047, -0.040263, 116.005173, -1.764246, 0.016059, 0.004776, 12.720000, 0, 12.720000, 0, 0, 0
8, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 517.761292, -0.087357, 342.968719, -3.529909, -0.023352, 0.015913, 9.230000, 0, 9.230000, 0, 0, 0
9, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 284.561096, -0.015365, 348.854431, -5.666009, -0.023052, -0.004081, 15.290000, 0, 15.290000, 0, 0, 0
10, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 532.362976, -0.117468, 568.456970, -3.537906, -0.026051, -0.030192, 17.290001, 0, 17.290001, 0, 0, 0
11, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 546.048157, -0.272585, 794.153076, -3.522134, -0.024974, -0.041028, 18.490000, 0, 18.490000, 0, 0, 0
12, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 757.264465, -0.068949, 341.929901, -1.837215, 0.018232, -0.001711, 13.980000, 0, 13.980000, 0, 0, 0
13, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.995239, -0.001680, 113.182068, 0.005628, 0.000006, -0.001016, 8.770000, 0, 8.770000, 0, 0, 0
14, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.867188, -0.020247, 339.376221, 0.024753, 0.000017, -0.004127, 23.420000, 0, 23.420000, 0, 0, 0
15, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 764.897949, -0.032484, 567.956116, -1.811571, -0.018395, -0.002064, 17.410000, 0, 17.410000, 0, 0, 0
