Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 248.600006, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 817.031189, 0.658543, 781.327454, -0.884988, -0.036745, -0.024915, 19.540001, 0, 0, 0.000000, 0
2, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 541.208496, -0.376434, 567.039551, -82.455772, 179.821259, -179.776520, 13.620000, 0, 0, 0.000000, 0
3, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 272.930389, -0.282644, 332.620453, -0.575018, 0.019782, -0.008259, 10.130000, 0, 0, 0.000000, 0
4, 248.600006, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 776.449097, 1.132514, 556.913513, -89.243805, 178.207214, -178.258240, 19.200001, 0, 0, 0.000000, 0
5, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 271.743652, -0.342763, 111.326912, 0.044936, 0.007430, -0.011812, 5.920000, 0, 0, 0.000000, 0
6, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 500.060730, -0.122349, 111.793587, -0.730596, 0.013719, -0.009503, 6.320000, 0, 0, 1.000000, 1
7, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 501.845459, -0.274944, 332.719269, -0.500429, 0.019358, -0.026290, 22.459999, 0, 0, 2.000000, 2
8, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 746.783875, -0.023124, 111.260674, -0.788781, 0.019665, 0.000256, 12.340000, 0, 0, 3.000000, 3
9, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 995.554321, -0.030452, 111.452057, -0.832216, -0.010489, -0.001472, 10.920000, 0, 0, 4.000000, 4
10, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 750.112366, -0.070572, 332.537537, -0.825986, 0.048678, -0.008971, 21.490000, 0, 0, 5.000000, 5
11, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 998.933472, 0.056308, 332.701233, -0.789974, -0.058761, -0.008033, 17.190001, 0, 0, 6.000000, 6
12, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1001.734680, 0.086750, 554.075623, -0.703784, -0.049593, -0.001627, 18.139999, 0, 0, 7.000000, 7
13, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1046.058472, -0.028590, 775.622620, -1.128449, -0.038363, -0.001699, 21.309999, 0, 0, 8.000000, 8
14, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.320679, -0.037502, 110.516304, -0.557342, -0.008830, 0.011782, 8.640000, 0, 0, 9.000000, 9
15, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1245.966675, -0.013469, 332.386017, -0.795223, -0.028298, -0.001113, 19.670000, 0, 0, 10.000000, 10
16, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1492.041870, 0.000894, 110.738548, -0.301608, -0.002462, -0.000581, 13.030000, 0, 0, 11.000000, 11
17, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1495.231445, -0.023836, 333.752930, -1.222396, -0.010614, -0.007167, 14.220000, 0, 0, 12.000000, 12
18, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1500.287476, -0.030545, 555.252747, -1.207863, -0.034114, -0.010775, 19.340000, 0, 0, 13.000000, 13
19, 1491.600098, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1502.869873, -0.167837, 776.785583, -1.120101, -0.202073, -0.010018, 5.910000, 0, 0, 14.000000, 14
20, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1261.725220, 0.011697, 564.824646, -6.717671, -0.034616, 0.008048, 19.320000, 0, 0, 15.000000, 15
