Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 258.368866, -0.041369, 120.850731, -4.201306, 0.004893, -0.000944, 13.270000, 0, 13.270000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 502.301727, -0.005835, 116.665405, -2.375308, -0.010685, 0.002720, 10.870000, 0, 10.870000, 0, 0, 0
3, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 511.770386, 0.014739, 341.930054, -2.265877, -0.033532, -0.011224, 10.990000, 0, 10.990000, 0, 0, 0
4, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 748.302734, -0.052720, 113.893074, -0.948502, 0.007924, -0.005465, 13.080000, 0, 13.080000, 0, 0, 0
5, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 274.533813, -0.010805, 346.433594, -4.149714, -0.007103, 0.017389, 22.969999, 0, 22.969999, 0, 0, 0
6, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.781311, -0.015587, 112.694511, 0.204973, -0.018497, -0.013175, 5.370000, 0, 5.370000, 0, 0, 0
7, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 752.212769, -0.085610, 339.549896, -1.057693, -0.019689, -0.028903, 14.060000, 0, 14.060000, 0, 0, 0
8, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 994.664185, -0.124197, 338.536194, 0.298890, -0.029612, -0.044881, 9.930000, 0, 9.930000, 0, 0, 0
9, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 756.343506, -0.212897, 565.256836, -0.964121, -0.028493, -0.040102, 17.799999, 0, 17.799999, 0, 0, 0
10, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.979614, -0.008640, 113.002258, 0.023161, 0.000000, -0.009852, 10.940000, 0, 10.940000, 0, 0, 0
11, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.988770, -0.004515, 113.150955, 0.017534, 0.000010, -0.004186, 9.640000, 0, 9.640000, 0, 0, 0
12, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 993.251892, -0.334856, 564.414795, 0.349754, -0.036831, -0.061544, 10.030000, 0, 10.030000, 0, 0, 0
13, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.889648, -0.031786, 339.316528, 0.042491, 0.000004, -0.009902, 6.310000, 0, 6.310000, 0, 0, 0
14, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 760.297363, -0.404732, 791.295959, -0.873989, -0.036517, -0.052689, 21.020000, 0, 21.020000, 0, 0, 0
15, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 521.161194, 0.067249, 567.699951, -2.062882, -0.036352, 0.035188, 21.850000, 0, 21.850000, 0, 0, 0
16, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.799316, -0.070091, 339.084290, 0.086646, -0.000048, -0.022028, 17.440001, 0, 17.440001, 0, 0, 0
17, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.409302, -0.167617, 565.264832, 0.106679, -0.000065, -0.026486, 18.650000, 0, 18.650000, 0, 0, 0
18, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.693481, -0.077100, 565.511780, 0.050861, 0.000000, -0.012137, 5.290000, 0, 5.290000, 0, 0, 0
19, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 991.783752, -0.595302, 790.523071, 0.391959, -0.039251, -0.068621, 18.590000, 0, 18.590000, 0, 0, 0
20, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 529.256348, 0.225068, 793.908264, -1.952548, -0.041603, 0.042846, 22.389999, 0, 22.389999, 0, 0, 0
