Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.981689, -0.007994, 113.040619, 0.022125, -0.000006, -0.008377, 14.300000, 0, 14.300000, 0, 0, 0
2, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.821167, -0.060638, 339.142212, 0.075482, -0.000041, -0.018772, 20.340000, 0, 20.340000, 0, 0, 0
3, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 753.731445, 0.135755, 340.956482, -2.125290, -0.006781, 0.020958, 14.380000, 0, 14.380000, 0, 0, 0
4, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 747.857605, -0.012872, 113.392632, -0.873253, 0.002136, -0.003978, 12.780000, 0, 12.780000, 0, 0, 0
5, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.985474, -0.006197, 113.101486, 0.020833, 0.000008, -0.006309, 22.719999, 0, 22.719999, 0, 0, 0
6, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 262.719604, -0.057280, 123.302895, -5.779764, 0.013952, 0.019553, 6.840000, 0, 6.840000, 0, 0, 0
7, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 762.265381, 0.227014, 566.548462, -2.155158, -0.037941, -0.002877, 18.500000, 0, 18.500000, 0, 0, 0
8, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.852173, -0.047031, 339.226440, 0.061446, -0.000013, -0.014972, 22.100000, 0, 22.100000, 0, 0, 0
9, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 284.429810, 0.130910, 348.212524, -5.457977, 0.004067, 0.084585, 16.930000, 0, 16.930000, 0, 0, 0
10, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 770.498840, 0.061312, 792.236145, -2.107324, 0.021569, -0.003287, 18.820000, 0, 18.820000, 0, 0, 0
11, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 504.094330, -0.162389, 117.861046, -3.234608, 0.040914, -0.014696, 5.420000, 0, 5.420000, 0, 0, 0
12, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 996.003357, -0.002850, 113.180183, 0.007972, 0.000925, -0.001962, 6.300000, 0, 6.300000, 0, 0, 0
13, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.479370, -0.144410, 565.325684, 0.093262, -0.000053, -0.022819, 20.350000, 0, 20.350000, 0, 0, 0
14, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.571777, -0.114659, 565.414185, 0.075409, -0.000022, -0.018360, 23.129999, 0, 23.129999, 0, 0, 0
15, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 517.818298, -0.066726, 343.083374, -3.323236, 0.008627, 0.025174, 7.820000, 0, 7.820000, 0, 0, 0
16, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 530.881226, 0.069749, 568.687317, -3.048635, 0.006938, 0.016865, 12.610000, 0, 12.610000, 0, 0, 0
17, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 779.038940, 0.050100, 1018.231201, -2.042125, 0.019479, -0.013586, 22.990000, 0, 22.990000, 0, 0, 0
18, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 301.824646, 0.496112, 578.221924, -3.176213, 0.002797, 0.098909, 17.629999, 0, 17.629999, 0, 0, 0
19, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 541.502319, 0.310563, 796.562805, -2.098785, 0.020013, 0.033643, 16.209999, 0, 16.209999, 0, 0, 0
20, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.967346, -0.011693, 339.380798, 0.008479, 0.000928, -0.002210, 5.130000, 0, 5.130000, 0, 0, 0
