Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.962646, -0.010427, 112.971848, 0.038930, -0.000011, -0.009426, 15.420000, 0, 15.420000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 506.748230, -0.252717, 117.920868, -3.289531, 0.007932, -0.023859, 6.320000, 0, 6.320000, 0, 0, 0
3, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 751.140076, -0.036535, 116.451088, -2.275603, -0.005345, -0.000279, 9.300000, 0, 9.300000, 0, 0, 0
4, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 277.296936, -0.071415, 119.635124, -3.205993, -0.007851, 0.007123, 8.110000, 0, 8.110000, 0, 0, 0
5, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.673462, -0.081276, 338.931702, 0.133186, -0.000065, -0.028552, 16.490000, 0, 16.490000, 0, 0, 0
6, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 996.438904, -0.004173, 113.135796, -0.502323, 0.003603, 0.002929, 17.930000, 0, 17.930000, 0, 0, 0
7, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 521.678589, -0.133695, 343.338135, -3.620563, -0.016061, 0.037157, 10.020000, 0, 10.020000, 0, 0, 0
8, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.985840, -0.005674, 113.116684, 0.021310, 0.000010, -0.005767, 22.059999, 0, 22.059999, 0, 0, 0
9, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 536.085510, -0.106154, 568.998291, -3.355333, 0.014379, -0.038080, 15.550000, 0, 15.550000, 0, 0, 0
10, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.031128, -0.222510, 564.994629, 0.202660, -0.000114, -0.042682, 18.830000, 0, 18.830000, 0, 0, 0
11, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 999.311768, -0.084997, 339.472931, -0.940292, 0.012733, -0.014154, 17.590000, 0, 17.590000, 0, 0, 0
12, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 760.049377, 0.041752, 341.845337, -2.130484, -0.048282, -0.011793, 12.900000, 0, 12.900000, 0, 0, 0
13, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 769.029663, -0.132739, 567.598877, -1.924260, -0.066391, -0.038550, 13.280000, 0, 13.280000, 0, 0, 0
14, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1003.289062, -0.122289, 565.305359, -0.998076, -0.006132, -0.033764, 16.719999, 0, 16.719999, 0, 0, 0
15, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 547.725342, -0.243669, 797.347778, -2.138849, -0.038489, -0.011407, 15.830000, 0, 15.830000, 0, 0, 0
16, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.856567, -0.042965, 339.254272, 0.057776, -0.000010, -0.013692, 19.660000, 0, 19.660000, 0, 0, 0
17, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 556.466736, -0.226881, 1023.454773, -2.190593, -0.037679, -0.019106, 10.930000, 0, 10.930000, 0, 0, 0
18, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.592529, -0.104974, 565.444397, 0.070128, -0.000013, -0.016798, 19.280001, 0, 19.280001, 0, 0, 0
19, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 777.147278, -0.419555, 793.770203, -1.764895, -0.051023, -0.049977, 17.379999, 0, 17.379999, 0, 0, 0
20, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1007.789734, -0.220783, 791.255005, -0.931037, -0.057200, -0.038536, 17.270000, 0, 17.270000, 0, 0, 0
21, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1243.160278, -0.405330, 791.166504, 0.230968, -0.000141, -0.048991, 18.559999, 0, 18.559999, 0, 0, 0
22, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 291.905426, -0.201781, 346.806702, -3.807779, 0.022101, 0.096383, 6.470000, 0, 6.470000, 0, 0, 0
23, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 304.891907, -1.343512, 578.172729, -2.753736, 0.269841, -0.440523, 10.340000, 0, 10.340000, 0, 0, 0
