Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 749.191406, -0.028912, 114.849205, -1.474724, -0.017858, 0.004286, 11.580000, 0, 11.580000, 0, 0, 0
2, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 996.088989, -0.037734, 113.030029, -0.333185, 0.020565, -0.001522, 19.700001, 0, 19.700001, 0, 0, 0
3, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 755.736633, 0.000570, 341.121033, -1.958232, -0.064742, -0.021147, 12.960000, 0, 12.960000, 0, 0, 0
4, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.995239, -0.001680, 113.182068, 0.005631, 0.000005, -0.001016, 20.620001, 0, 20.620001, 0, 0, 0
5, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 507.644287, -0.080232, 117.101936, -2.464855, -0.112197, -0.050281, 8.450000, 0, 8.450000, 0, 0, 0
6, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 764.130920, -0.054571, 567.179932, -2.231878, -0.099687, -0.021820, 14.480000, 0, 14.480000, 0, 0, 0
7, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 520.089966, -0.073807, 342.789490, -2.767866, 0.070864, 0.071625, 8.590000, 0, 8.590000, 0, 0, 0
8, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 773.811096, -0.110895, 793.130127, -2.357034, -0.161441, -0.007059, 15.290000, 0, 15.290000, 0, 0, 0
9, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 997.679626, -0.142642, 339.091217, -0.552280, 0.024937, -0.024945, 17.900000, 0, 17.900000, 0, 0, 0
10, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 531.788574, 0.520487, 568.387390, -2.750337, -0.028962, 0.068747, 12.300000, 0, 12.300000, 0, 0, 0
11, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.938232, -0.006935, 112.901924, 0.057854, 0.000330, -0.009934, 8.550000, 0, 8.550000, 0, 0, 0
12, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 544.202271, 0.641690, 794.461731, -2.589348, -0.159273, 0.072932, 15.320000, 0, 15.320000, 0, 0, 0
13, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1000.135254, -0.330767, 565.201782, -0.649851, 0.029538, -0.041281, 19.969999, 0, 19.969999, 0, 0, 0
14, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 278.649963, 0.776084, 118.142403, -1.908163, -0.155442, 0.125546, 5.070000, 0, 5.070000, 0, 0, 0
15, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 289.770050, 0.410038, 345.144196, -2.938487, -0.072635, 0.093456, 5.760000, 0, 5.760000, 0, 0, 0
16, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.577271, -0.076995, 338.949951, 0.141640, 0.000300, -0.026536, 17.309999, 0, 17.309999, 0, 0, 0
17, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 783.530823, -0.135691, 1019.108521, -2.370543, -0.144577, -0.006931, 14.200000, 0, 14.200000, 0, 0, 0
18, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1243.958130, -0.194185, 565.125488, 0.166125, 0.000285, -0.032158, 20.320000, 0, 20.320000, 0, 0, 0
19, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 302.086823, 0.828470, 570.977356, -2.862807, 0.042164, 0.154226, 12.720000, 0, 12.720000, 0, 0, 0
20, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1006.143982, -0.386748, 791.838074, -0.905519, -0.145679, -0.044129, 18.430000, 0, 18.430000, 0, 0, 0
