Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 503.644073, -0.012405, 117.228706, -2.460631, -0.060420, -0.028755, 14.570000, 0, 14.570000, 0, 0, 0
2, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.915344, 0.116961, 112.652496, -0.609995, -0.060589, 0.026673, 6.890000, 0, 6.890000, 0, 0, 0
3, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.392944, -0.035252, 112.768898, 0.059458, 0.027420, -0.013282, 8.500000, 0, 8.500000, 0, 0, 0
4, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.011597, -0.096155, 338.656189, 0.193952, 0.011554, -0.039428, 14.870000, 0, 14.870000, 0, 0, 0
5, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 515.531616, -0.014053, 342.708618, -2.917902, 0.073881, 0.023514, 7.350000, 0, 7.350000, 0, 0, 0
6, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 527.245361, 0.019827, 568.235413, -2.863956, 0.038594, -0.048717, 10.880000, 0, 10.880000, 0, 0, 0
7, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 997.188477, -0.207301, 338.411255, -0.560871, 0.105292, 0.010757, 15.260000, 0, 15.260000, 0, 0, 0
8, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 999.420105, -0.120209, 564.238220, -0.583273, 0.072732, 0.006223, 12.320000, 0, 12.320000, 0, 0, 0
9, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 539.273376, -0.332852, 794.178406, -2.778081, 0.045756, -0.110174, 8.850000, 0, 8.850000, 0, 0, 0
10, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1243.105835, -0.282219, 564.694397, 0.271765, 0.011491, -0.054869, 17.889999, 0, 17.889999, 0, 0, 0
11, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1001.895996, -0.090632, 790.310059, -0.483001, 0.045551, -0.003631, 19.799999, 0, 19.799999, 0, 0, 0
12, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 748.640015, -0.035921, 114.399467, -1.104956, -0.013335, -0.004739, 9.950000, 0, 9.950000, 0, 0, 0
13, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.967041, -0.007205, 113.152016, 0.043199, -0.000003, -0.005338, 13.380000, 0, 13.380000, 0, 0, 0
14, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 550.547119, -0.171575, 1020.123474, -2.879554, 0.031214, -0.086509, 10.810000, 0, 10.810000, 0, 0, 0
15, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 274.508270, 0.755013, 118.602882, -2.172642, -0.113866, 0.189350, 5.150000, 0, 5.150000, 0, 0, 0
16, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1241.914673, -0.537264, 790.858582, 0.305444, 0.020245, -0.062077, 17.580000, 0, 17.580000, 0, 0, 0
17, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 753.598938, -0.046813, 340.702728, -1.414369, 0.012671, 0.021077, 12.180000, 0, 12.180000, 0, 0, 0
18, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 285.707367, 0.715023, 345.931488, -2.955568, -0.055800, 0.131933, 6.550000, 0, 6.550000, 0, 0, 0
19, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 760.085876, -0.191814, 566.827087, -1.588364, 0.110894, 0.030323, 11.460000, 0, 11.460000, 0, 0, 0
20, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.777832, -0.033181, 339.354034, 0.041700, 0.000024, -0.007191, 22.700001, 0, 22.700001, 0, 0, 0
21, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 298.108551, 0.212102, 571.982483, -2.873855, 0.034574, 0.126648, 6.190000, 0, 6.190000, 0, 0, 0
22, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 770.652283, 0.390004, 792.829102, -1.626544, 0.041638, 0.056581, 12.750000, 0, 12.750000, 0, 0, 0
23, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 310.489899, -0.090782, 804.983643, -2.760438, 0.047669, -0.019188, 6.220000, 0, 6.220000, 0, 0, 0
