Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1106.704468, -6.921088, 383.096039, -57.952076, -179.531876, -179.990738, 14.670000, 0, 14.000000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 520.146362, -0.206420, 128.241837, -8.373703, -0.047209, 0.023363, 5.750000, 0, 5.000000, 0, 0, 0
3, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 564.770874, -0.141646, 357.289093, -12.285275, -0.021187, -0.004234, 13.920000, 0, 13.000000, 0, 0, 0
4, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 276.822235, -0.167941, 114.861420, -0.872193, -0.052981, -0.010101, 19.680000, 0, 19.000000, 0, 0, 0
5, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 768.026917, 0.097106, 113.198029, -0.028639, -0.007642, -0.001396, 14.310000, 0, 14.000000, 0, 0, 0
6, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 997.025513, -0.589523, 113.238861, -0.035133, -0.010608, -0.002478, 9.510000, 0, 9.000000, 0, 0, 0
7, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 329.331451, -0.804549, 356.567535, -12.696058, -0.019980, -0.021533, 19.820000, 0, 19.000000, 0, 0, 0
8, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1245.874023, 0.018135, 113.117485, 0.058712, -0.096445, -0.004309, 8.990000, 0, 8.000000, 0, 0, 0
9, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.995239, -0.001680, 113.182068, 0.005629, 0.000005, -0.001016, 6.980000, 0, 6.000000, 0, 0, 0
10, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1345.077393, -8.382164, 509.530792, -46.338570, -179.270355, -177.452454, 20.990000, 0, 20.000000, 0, 0, 0
