Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1040.581909, -0.414441, 129.748032, -9.227391, -0.022557, -0.003193, 11.440000, 0, 11.000000, 0, 0, 0
2, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1081.856079, -0.033411, 352.214539, -9.207008, -0.009407, -0.005007, 17.070000, 0, 17.000000, 0, 0, 0
3, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1276.653076, -0.018963, 131.925339, -10.357558, -0.006974, -0.002309, 10.020000, 0, 10.000000, 0, 0, 0
4, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1624.392334, -2.203288, 123.514893, -85.242882, -1.607017, 0.031867, 10.630000, 0, 10.000000, 0, 0, 0
5, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1554.712280, 6.952485, 347.267609, -85.133568, -1.674882, 1.532169, 21.500000, 0, 21.000000, 0, 0, 0
6, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 572.004028, -1.679168, 121.065651, -4.037885, -0.077894, 0.003513, 8.570000, 0, 8.000000, 0, 0, 0
7, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 2020.932617, -21.194082, 114.579544, -90.000000, 179.283844, -177.702789, 12.470000, 0, 12.000000, 0, 0, 0
8, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 801.365845, -0.204572, 121.348938, -4.280822, -0.024368, -0.022720, 6.930000, 0, 6.000000, 0, 0, 0
9, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 847.737366, -3.570653, 356.382141, -10.628876, -0.011786, 0.008079, 8.150000, 0, 8.000000, 0, 0, 0
10, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 2495.979248, -11.596763, 114.586990, -90.000000, 178.508255, -177.153793, 19.309999, 0, 19.000000, 0, 0, 0
