idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,8.14,0,8.14,0,0,20
2,3,0,0,20.46,0,20.46,0,0,20
3,5,0,1,5.98,0,5.98,0,0,20
4,3,0,1,20.09,0,20.09,0,0,20
5,2,0,3,20.34,0,20.34,0,1,20
6,2,0,2,20.14,0,20.14,0,1,20
7,4,0,0,20.21,0,20.21,0,0,20
8,2,0,0,5.95,0,5.95,0,0,20
9,5,0,2,5.96,0,5.96,0,0,20
10,2,0,1,10.32,0,10.32,0,1,20
11,4,0,1,17.08,0,17.08,0,0,20
12,4,0,2,17.12,0,17.12,0,0,20
13,2,0,4,23.25,0,23.25,0,1,20
14,5,0,4,7.93,0,7.93,0,1,20
15,5,0,3,6.91,0,6.91,0,0,20
16,1,0,0,7.25,0,7.25,1,0,20
17,1,0,1,11.76,0,11.76,2,0,20
18,3,0,2,23.73,0,23.73,3,0,20
19,6,0,0,8.81,0,8.81,4,0,20
20,1,0,2,13.31,0,13.31,5,0,20
21,1,0,3,13.69,0,13.69,6,0,20
22,6,0,1,11.98,0,11.98,7,0,20
23,4,0,3,22.77,0,22.77,8,0,20
24,1,0,4,14.28,0,14.28,9,0,20
25,6,0,2,11.5,0,11.5,10,0,20
26,6,0,3,8.41,0,8.41,11,0,20
27,6,0,4,15.25,0,15.25,12,0,20
