idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,15.05,0,15.05,0,0,20
2,3,0,0,12.02,0,12.02,0,0,20
3,2,0,0,11.87,0,11.87,0,0,20
4,1,0,1,9.31,0,9.31,0,1,20
5,1,0,0,7.88,0,7.88,0,0,20
6,3,0,4,21.22,0,21.22,0,1,20
7,3,0,1,13.81,0,13.81,0,0,20
8,2,0,2,16.99,0,16.99,0,1,20
9,6,0,3,9.04,0,9.04,0,1,20
10,3,0,3,19.52,0,19.52,0,1,20
11,6,0,1,5.41,0,5.41,0,0,20
12,3,0,2,19.4,0,19.4,0,1,20
13,6,0,2,7.42,0,7.42,0,1,20
14,2,0,1,11.73,0,11.73,0,0,20
15,1,0,2,9.69,0,9.69,0,2,20
16,4,0,0,7.55,0,7.55,1,0,20
17,1,0,3,10.99,0,10.99,2,0,20
18,2,0,3,17.94,0,17.94,3,0,20
19,1,0,4,14.47,0,14.47,4,0,20
20,4,0,1,8.12,0,8.12,5,0,20
21,2,0,4,18.49,0,18.49,6,0,20
22,4,0,2,21.34,0,21.34,7,0,20
23,5,0,0,13.12,0,13.12,8,0,20
24,5,0,1,18.12,0,18.12,9,0,20
25,5,0,2,9.23,0,9.23,10,0,20
26,5,0,3,21.29,0,21.29,11,0,20
27,6,0,4,5.63,0,5.63,12,0,20
