idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,9.64,0,9.64,1,0,20
2,1,0,0,5.53,0,5.53,2,0,20
3,6,0,1,21.5,0,21.5,3,1.0,20
4,5,0,0,17.3,0,17.3,4,0,20
5,5,0,1,18.74,0,18.74,5,0,20
6,5,0,2,20.15,0,20.15,6,0,20
7,5,0,3,20.28,0,20.28,7,0,20
8,6,0,2,18.59,0,18.59,8,1.0,20
9,4,0,0,13.68,0,13.68,9,0,20
10,1,0,1,11.48,0,11.48,10,0,20
11,3,0,0,10.05,0,10.05,11,0,20
12,3,0,1,14.29,0,14.29,12,0,20
13,5,0,4,21.68,0,21.68,13,0,20
14,6,0,3,22.54,0,22.54,14,1.0,20
15,3,0,2,15.22,0,15.22,15,0,20
16,4,0,1,14.66,0,14.66,16,0,20
17,4,0,2,15.74,0,15.74,17,0,20
18,1,0,2,11.7,0,11.7,18,0,20
19,2,0,0,8.02,0,8.02,19,0,20
20,4,0,3,18.79,0,18.79,20,0,20
21,4,0,4,23.99,0,23.99,21,0,20
22,3,0,3,15.39,0,15.39,22,0,20
23,3,0,4,19.21,0,19.21,23,0,20
24,1,0,3,14.8,0,14.8,24,0,20
25,2,0,1,9.37,0,9.37,25,0,20
26,2,0,2,9.81,0,9.81,26,0,20
27,2,0,3,15.91,0,15.91,27,0,20
