idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,6.43,0,6.43,1,0,20
2,5,0,0,19.99,0,19.99,2,0,20
3,1,0,0,5.94,0,5.94,3,0,20
4,6,0,0,17.29,0,17.29,4,0,20
5,3,0,0,16.74,0,16.74,5,1.0,20
6,6,0,1,22.3,0,22.3,6,0,20
7,2,0,1,8.3,0,8.3,7,0,20
8,3,0,1,22.01,0,22.01,8,1.0,20
9,5,0,1,20.06,0,20.06,9,0,20
10,4,0,0,12.24,0,12.24,10,0,20
11,3,0,2,17.74,0,17.74,11,1.0,20
12,2,0,2,10.17,0,10.17,12,0,20
13,4,0,1,13.79,0,13.79,13,0,20
14,3,0,3,12.06,0,12.06,14,1.0,20
15,2,0,3,10.55,0,10.55,15,0,20
16,2,0,4,11.63,0,11.63,16,0,20
17,5,0,2,20.71,0,20.71,17,0,20
18,4,0,2,14.81,0,14.81,18,0,20
19,5,0,3,22.29,0,22.29,19,0,20
20,4,0,3,18.62,0,18.62,20,0,20
21,1,0,1,6.08,0,6.08,21,0,20
22,3,0,4,7.87,0,7.87,22,1.0,20
23,1,0,2,7.41,0,7.41,23,0,20
24,6,0,2,23.79,0,23.79,24,0,20
25,1,0,3,12.58,0,12.58,25,0,20
26,5,0,4,23.69,0,23.69,26,0,20
27,1,0,4,14.01,0,14.01,27,0,20
