idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,7.54,0,7.54,1,0,20
2,6,0,0,17.24,0,17.24,2,0,20
3,1,0,0,5.53,0,5.53,3,0,20
4,5,0,0,21.79,0,21.79,4,1.0,20
5,3,0,0,11.31,0,11.31,5,0,20
6,5,0,1,23.57,0,23.57,6,1.0,20
7,1,0,1,5.69,0,5.69,7,0,20
8,4,0,0,16.84,0,16.84,8,0,20
9,5,0,2,20.28,0,20.28,9,1.0,20
10,6,0,1,17.29,0,17.29,10,0,20
11,5,0,3,21.93,0,21.93,11,1.0,20
12,6,0,2,19.17,0,19.17,12,0,20
13,4,0,1,17.42,0,17.42,13,0,20
14,6,0,3,21.64,0,21.64,14,0,20
15,3,0,1,11.34,0,11.34,15,3.995656139674956e-17,20
16,2,0,1,7.87,0,7.87,16,0,20
17,6,0,4,23.97,0,23.97,17,0,20
18,5,0,4,19.81,0,19.81,18,1.0,20
19,2,0,2,7.88,0,7.88,19,0,20
20,4,0,2,17.63,0,17.63,20,0,20
21,2,0,3,13.8,0,13.8,21,0,20
22,4,0,3,18.76,0,18.76,22,1.630641250476277e-17,20
23,1,0,2,6.81,0,6.81,23,0,20
24,2,0,4,15.89,0,15.89,24,0,20
25,3,0,2,11.39,0,11.39,25,0,20
26,3,0,3,18.01,0,18.01,26,0,20
27,1,0,3,7.06,0,7.06,27,4.440892098500626e-15,20
