Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1805.427734, 4.512557, 147.897552, -68.588638, -179.139740, 179.944534, 12.110000, 0, 12.000000, 0, 0, 0
2, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1489.085083, 0.151815, 125.457405, -84.140846, 179.775116, -179.694290, 8.270000, 0, 8.000000, 0, 0, 0
3, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1251.968506, -0.360881, 114.494492, -89.868828, 179.955505, -179.878891, 11.180000, 0, 11.000000, 0, 0, 0
4, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1637.262329, -4.784184, 340.985138, -68.644989, 179.969757, -179.041473, 17.379999, 0, 17.000000, 0, 0, 0
5, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1905.743652, 0.849358, 355.167419, -68.676918, -179.633041, -175.415283, 20.530001, 0, 20.000000, 0, 0, 0
6, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 2120.892334, -25.684834, 114.541985, -89.912254, -106.793274, 117.869766, 13.080000, 0, 13.000000, 0, 0, 0
7, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 308.198914, 3.741327, 113.239845, -0.147997, -1.017564, -0.029237, 5.720000, 0, 5.000000, 0, 0, 0
8, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 2576.076904, 10.309391, 114.578415, -90.000000, -179.485245, 179.596573, 20.290001, 0, 20.000000, 0, 0, 0
9, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 3443.327393, -107.973793, 145.484299, 74.494598, -28.401886, -3.616543, 6.490000, 0, 6.000000, 0, 0, 0
10, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 537.169006, -0.143457, 113.283684, -0.091160, -1.000501, 0.006996, 19.260000, 0, 19.000000, 0, 0, 0
