Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 995.111511, -0.005135, 111.190186, -0.577437, -0.008176, -0.000789, 12.660000, 0, 0, 0.000000, 0
2, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 998.529968, 0.023189, 331.857758, -0.749773, -0.047715, -0.012412, 5.040000, 0, 0, 0.000000, 0
3, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1001.498962, -0.001926, 553.492615, -0.407038, -0.052595, -0.008271, 19.389999, 0, 0, 0.000000, 0
4, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1820.175171, 0.485104, 640.224243, -44.165569, -179.975052, 179.837631, 18.110001, 0, 0, 0.000000, 0
5, 994.400024, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 2174.659180, -1.189710, 138.687714, -13.227950, 179.810944, -179.683807, 19.790001, 0, 0, 0.000000, 0
6, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 528.628967, -0.120575, 111.538376, -0.532960, 0.005292, -0.004206, 7.950000, 0, 0, 0.000000, 0
7, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1702.334473, 0.299315, 131.072144, -79.944809, -0.007717, -0.071503, 13.740000, 0, 0, 0.000000, 0
8, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 530.539734, -0.056803, 333.304230, -0.496417, 0.007968, -0.009604, 5.900000, 0, 0, 0.000000, 0
9, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 757.254944, -0.031438, 111.824654, -0.488728, 0.009509, -0.001349, 16.450001, 0, 0, 0.000000, 0
10, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 759.259094, -0.094389, 333.401855, -0.496400, 0.007125, -0.006052, 15.860000, 0, 0, 0.000000, 0
11, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 772.987610, -0.004143, 555.395569, -0.395305, -0.049595, -0.018347, 7.750000, 0, 0, 1.000000, 1
12, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1934.493164, 0.432779, 133.482559, -80.851074, -2.096259, 1.782556, 19.469999, 0, 0, 2.000000, 2
13, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1351.383301, -0.034268, 159.183273, -44.060654, 0.044871, -0.006208, 10.450000, 0, 0, 3.000000, 3
14, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1508.036011, 0.025868, 320.506500, -45.737465, -0.040147, 0.048390, 17.330000, 0, 0, 4.000000, 4
15, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1668.409180, 0.140452, 473.448517, -45.803314, -0.188589, 0.155282, 21.670000, 0, 0, 5.000000, 5
