Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 752.942322, -0.000277, 116.707954, -3.758833, 0.016760, -0.003595, 6.000000, 0, 0, 0.000000, 0
2, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.167969, 0.000037, 110.190521, -0.343936, -0.008052, -0.005234, 6.790000, 0, 0, 0.000000, 0
3, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1244.165894, -0.037339, 331.253723, -0.117057, -0.013174, -0.015862, 17.780001, 0, 0, 0.000000, 0
4, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 767.393677, 0.009732, 337.228424, -3.413602, 0.013522, -0.018145, 10.640000, 0, 0, 1.000000, 1
5, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 266.990814, -0.015523, 126.117477, -8.432633, 0.003350, -0.012870, 17.860001, 0, 0, 2.000000, 2
6, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 508.024353, -0.003537, 120.840462, -5.360803, -0.008410, 0.017923, 17.120001, 0, 0, 3.000000, 3
7, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 997.799072, -0.047648, 113.489174, -1.995327, 0.011540, 0.003726, 6.370000, 0, 0, 4.000000, 4
8, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 780.304016, -0.075457, 558.343689, -3.276327, 0.001709, -0.029630, 11.740000, 0, 0, 5.000000, 5
9, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 299.576172, -0.057045, 345.202759, -8.442626, 0.015180, -0.021508, 18.670000, 0, 0, 6.000000, 6
10, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1244.550171, -0.110127, 552.597412, -0.021883, -0.017276, -0.023440, 17.910000, 0, 0, 7.000000, 7
11, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1005.375244, -0.032015, 334.532166, -1.813310, 0.003794, 0.001124, 14.990000, 0, 0, 8.000000, 8
12, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.570923, -0.003069, 110.764549, 0.038920, 0.000009, -0.002462, 10.070000, 0, 0, 9.000000, 9
13, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 331.516632, -0.162458, 564.600525, -8.475171, 0.017630, -0.042538, 20.760000, 0, 0, 10.000000, 10
14, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1491.308838, -0.026110, 332.163055, 0.126988, 0.000009, -0.009874, 6.720000, 0, 0, 11.000000, 11
15, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1490.702515, -0.078467, 553.634033, 0.197838, -0.000018, -0.016466, 7.440000, 0, 0, 12.000000, 12
16, 1243.000000, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1244.606689, -0.215699, 774.175110, 0.024708, -0.017701, -0.029700, 22.190001, 0, 0, 13.000000, 13
17, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 534.967346, -0.086291, 340.908630, -5.336035, 0.012150, 0.031709, 17.690001, 0, 0, 14.000000, 14
18, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 793.790710, -0.195401, 779.515686, -3.291028, -0.019235, -0.035107, 13.320000, 0, 0, 15.000000, 15
19, 1491.600098, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1489.867432, -0.148501, 775.208740, 0.223839, -0.000048, -0.019378, 7.930000, 0, 0, 16.000000, 16
20, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1012.677124, -0.017153, 555.940369, -1.739598, -0.016444, 0.002505, 15.750000, 0, 0, 17.000000, 17
