Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.192139, -0.010687, 110.466095, 0.132777, 0.008363, -0.004630, 9.400000, 0, 0, 0.000000, 0
2, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1489.238403, -0.104862, 552.913513, 0.202171, -0.039625, -0.031124, 21.730000, 0, 0, 0.000000, 0
3, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1490.575317, -0.021537, 331.563385, 0.313027, -0.011400, -0.022496, 10.150000, 0, 0, 0.000000, 0
4, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 261.325348, 0.002832, 120.530891, -5.620340, -0.017213, -0.001598, 7.690000, 0, 0, 1.000000, 1
5, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 369.037140, 0.002542, 378.128998, -40.345737, -0.034183, 0.001101, 20.660000, 0, 0, 2.000000, 2
6, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 500.665100, -0.052936, 110.886101, -0.003288, -0.062168, -0.002458, 23.240000, 0, 0, 3.000000, 3
7, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 745.760803, -0.026104, 110.885628, -0.018476, -0.001666, 0.000113, 15.550000, 0, 0, 4.000000, 4
8, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 997.647156, 0.001595, 113.059334, -1.714852, -0.019102, 0.003982, 10.730000, 0, 0, 5.000000, 5
9, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1004.631775, 0.021671, 333.899750, -1.425012, -0.043587, 0.001464, 13.330000, 0, 0, 6.000000, 6
10, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1020.340149, -0.128285, 555.636047, -1.234169, 0.123640, -0.015379, 15.340000, 0, 0, 7.000000, 7
11, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.183105, 0.071015, 110.436668, -0.267208, -0.038635, -0.003723, 7.740000, 0, 0, 8.000000, 8
12, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1243.831177, -0.028015, 331.591919, -0.074793, -0.025654, -0.014545, 12.870000, 0, 0, 9.000000, 9
13, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1251.057983, -0.039937, 553.760193, -0.575514, 0.059268, -0.015155, 5.020000, 0, 0, 10.000000, 10
14, 1243.000000, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1254.376587, 0.215946, 775.278198, -0.544361, 0.135666, -0.019751, 6.290000, 0, 0, 11.000000, 11
15, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 514.797913, -0.180354, 544.880615, -40.284046, 0.227313, -0.169261, 20.830000, 0, 0, 12.000000, 12
16, 1491.600098, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1487.897827, -0.253073, 774.468811, 0.239024, -0.014930, -0.034274, 22.940001, 0, 0, 13.000000, 13
17, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 746.218262, -0.020999, 332.512909, -0.034298, -0.025274, -0.003476, 18.000000, 0, 0, 14.000000, 14
18, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 787.724304, -0.054075, 556.179749, 0.845910, 0.119103, 0.008951, 18.500000, 0, 0, 15.000000, 15
19, 1243.000000, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 3712.856689, -111.611351, 110.800026, 0.000110, 7.617539, -0.000002, 6.050000, 0, 0, 16.000000, 16
20, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1024.357910, -0.185031, 777.128784, -1.263278, 0.136216, -0.015142, 14.430000, 0, 0, 17.000000, 17
