Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 255.292709, -0.015485, 118.614014, -2.959465, 0.000772, -0.001314, 23.500000, 0, 23.500000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 498.379242, -0.019636, 113.024307, -0.326502, -0.011769, -0.003746, 22.350000, 0, 22.350000, 0, 0, 0
3, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 747.044434, 0.010204, 112.991791, -0.203806, -0.004776, 0.003341, 21.959999, 0, 21.959999, 0, 0, 0
4, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.930359, -0.018131, 112.746773, 0.051911, -0.000007, -0.015194, 8.030000, 0, 8.030000, 0, 0, 0
5, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.887207, -0.021667, 112.368088, 0.072347, -0.000005, -0.016633, 5.670000, 0, 5.670000, 0, 0, 0
6, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.468140, -0.135287, 338.488647, 0.205423, -0.000107, -0.046519, 10.610000, 0, 10.610000, 0, 0, 0
7, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.496887, -0.353282, 564.521362, 0.288853, -0.000189, -0.063184, 20.549999, 0, 20.549999, 0, 0, 0
8, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.172852, -0.174592, 337.840332, 0.318718, -0.000164, -0.063130, 9.680000, 0, 9.680000, 0, 0, 0
9, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.958374, -0.008036, 112.963303, 0.043156, -0.000002, -0.006616, 14.090000, 0, 14.090000, 0, 0, 0
10, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1242.588867, -0.490644, 563.453186, 0.496959, -0.000409, -0.097353, 10.910000, 0, 10.910000, 0, 0, 0
11, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.590698, -0.077739, 338.740875, 0.180635, -0.000048, -0.032327, 9.480000, 0, 9.480000, 0, 0, 0
12, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1240.405151, -0.918963, 789.379089, 0.609671, -0.000609, -0.119066, 18.940001, 0, 18.940001, 0, 0, 0
13, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1492.704346, -0.243740, 564.736328, 0.278634, -0.000104, -0.052156, 16.740000, 0, 16.740000, 0, 0, 0
14, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1491.465942, -0.478178, 790.760620, 0.352964, -0.000176, -0.066369, 10.480000, 0, 10.480000, 0, 0, 0
15, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 503.161255, -0.141373, 341.992584, -1.999803, -0.005120, -0.021094, 22.580000, 0, 22.580000, 0, 0, 0
16, 1494.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1489.984131, -0.757202, 1016.916321, 0.391205, -0.000214, -0.074330, 11.310000, 0, 11.310000, 0, 0, 0
17, 1245.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1237.900391, -1.407678, 1015.512573, 0.657476, -0.000710, -0.128253, 21.379999, 0, 21.379999, 0, 0, 0
18, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 748.005798, 0.039542, 338.901703, -0.444982, -0.036528, -0.016144, 14.240000, 0, 14.240000, 0, 0, 0
19, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 749.884888, 0.290795, 564.682129, -0.600748, -0.152168, -0.036433, 11.440000, 0, 11.440000, 0, 0, 0
20, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 751.603394, -0.170406, 790.495605, -0.528050, -0.036005, -0.047399, 15.030000, 0, 15.030000, 0, 0, 0
21, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 993.259338, -0.623393, 790.620605, 0.335309, -0.000257, -0.072802, 11.340000, 0, 11.340000, 0, 0, 0
22, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 991.869507, -0.924690, 1016.782349, 0.367100, -0.000316, -0.079071, 5.340000, 0, 5.340000, 0, 0, 0
23, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 511.417877, -0.205328, 567.756104, -2.039264, -0.041797, -0.033170, 16.520000, 0, 16.520000, 0, 0, 0
24, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 754.021667, -0.373678, 1016.610596, -0.465561, -0.035273, -0.053856, 20.639999, 0, 20.639999, 0, 0, 0
25, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 269.079529, 0.005240, 344.138184, -3.136752, -0.030120, -0.025478, 8.120000, 0, 8.120000, 0, 0, 0
26, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 519.786438, -0.285684, 793.796387, -1.986728, -0.035836, -0.012498, 22.639999, 0, 22.639999, 0, 0, 0
27, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 280.482788, -0.115880, 570.046936, -2.994061, -0.039829, -0.036882, 20.340000, 0, 20.340000, 0, 0, 0
